Effective date ,S&P GSCI Energy & Metals,Rate of rise or fall,Ln(B),Ln(今日)-Ln(昨日),5日标准差,5日年化标准差,,,
2014/5/20,501.74,0.170%,6.218082057,0.001695541,0.003906251,0.062009807,,,
2014/5/21,505.61,0.771%,6.225765621,0.007683564,0.004060452,0.064457678,,,
2014/5/22,504.88,-0.144%,6.224320777,-0.001444844,0.003337068,0.052974319,,,
2014/5/23,506.82,0.384%,6.228155911,0.003835134,0.003394297,0.053882801,,,
2014/5/27,505.47,-0.266%,6.22548869,-0.002667221,0.004160889,0.066052068,,,
2014/5/28,503.04,-0.481%,6.22066969,-0.004819,0.005119342,0.08126703,,,
2014/5/29,504.06,0.203%,6.222695309,0.002025619,0.003512493,0.055759093,,,
2014/5/30,500.3,-0.746%,6.215207918,-0.00748739,0.004706389,0.074711606,,,
2014/6/2,499.38,-0.184%,6.213367329,-0.00184059,0.003540774,0.056208037,,,
2014/6/3,499.09,-0.058%,6.21278644,-0.000580889,0.003702792,0.058780001,,,
2014/6/4,497.79,-0.260%,6.210178301,-0.002608139,0.003488477,0.055377855,,,
2014/6/5,499.17,0.277%,6.212946719,0.002768418,0.003716374,0.058995606,,,
2014/6/6,498.31,-0.172%,6.211222373,-0.001724346,0.002120624,0.033663859,,,
2014/6/9,503.48,1.038%,6.221543989,0.010321616,0.005266439,0.083602131,,,
2014/6/10,501.38,-0.417%,6.217364297,-0.004179693,0.005857775,0.092989302,,,
2014/6/11,502.25,0.174%,6.219098004,0.001733707,0.005516716,0.08757515,,,
2014/6/12,512.8,2.101%,6.239885906,0.020787902,0.010210015,0.162078961,,,
2014/6/13,513.8,0.195%,6.241834085,0.001948179,0.009689275,0.153812477,,,
2014/6/16,515.53,0.337%,6.245195498,0.003361413,0.009431704,0.149723661,,,
2014/6/17,516.61,0.209%,6.247288238,0.00209274,0.008299521,0.131750816,,,
2014/6/18,517.7,0.211%,6.249395924,0.002107686,0.008253188,0.131015304,,,
2014/6/19,520.57,0.554%,6.254924365,0.005528441,0.001520609,0.024138924,,,
2014/6/20,521.5,0.179%,6.256709274,0.001784909,0.001550509,0.024613562,,,
2014/6/23,518.93,-0.493%,6.251768999,-0.004940275,0.003818887,0.060622955,,,
2014/6/24,520.28,0.260%,6.254367128,0.002598129,0.00385118,0.061135592,,,
2014/6/25,519.67,-0.117%,6.253193995,-0.001173133,0.003981122,0.063198352,,,
2014/6/26,516.6,-0.591%,6.247268881,-0.005925114,0.00384397,0.061021133,,,
2014/6/27,516.16,-0.085%,6.246416795,-0.000852086,0.003434343,0.054518497,,,
2014/6/30,514.05,-0.409%,6.242320537,-0.004096258,0.003274301,0.051977914,,,
2014/7/1,513.92,-0.025%,6.242067611,-0.000252926,0.002439106,0.038719603,,,
2014/7/2,511,-0.568%,6.23636959,-0.005698021,0.002670752,0.042396866,,,
2014/7/3,509.44,-0.305%,6.233312083,-0.003057507,0.002259796,0.035873144,,,
2014/7/7,505.74,-0.726%,6.226022703,-0.00728938,0.002674433,0.042455302,,,
2014/7/8,502.82,-0.577%,6.220232253,-0.00579045,0.002782341,0.044168291,,,
2014/7/9,499.37,-0.686%,6.213347304,-0.006884949,0.001651627,0.026218758,,,
2014/7/10,501.51,0.429%,6.217623547,0.004276243,0.004780656,0.075890559,,,
2014/7/11,495.2,-1.258%,6.204961721,-0.012661826,0.006162921,0.097833341,,,
2014/7/14,496.03,0.168%,6.206636409,0.001674687,0.006840666,0.108592201,,,
2014/7/15,492.08,-0.796%,6.198641305,-0.007995104,0.007062278,0.112110186,,,
2014/7/16,494.25,0.441%,6.203041462,0.004400157,0.007801501,0.123844988,,,
2014/7/17,497.08,0.573%,6.208750979,0.005709517,0.0081127,0.128785112,,,
2014/7/18,495.16,-0.386%,6.204880943,-0.003870036,0.005780616,0.091764441,,,
2014/7/21,497.78,0.529%,6.210158212,0.00527727,0.006249556,0.099208622,,,
2014/7/22,496.22,-0.313%,6.207019377,-0.003138836,0.004759217,0.075550231,,,
2014/7/23,498.29,0.417%,6.211182237,0.00416286,0.004726325,0.075028082,,,
2014/7/24,495.71,-0.518%,6.205991078,-0.005191159,0.004884495,0.077538954,,,
2014/7/25,498.25,0.512%,6.211101959,0.005110881,0.005008999,0.079515396,,,
2014/7/28,495.84,-0.484%,6.206253294,-0.004848665,0.005017738,0.079654129,,,
2014/7/29,495.47,-0.075%,6.205506807,-0.000746487,0.004847882,0.076957747,,,
2014/7/30,492.63,-0.573%,6.199758385,-0.005748422,0.004584744,0.072780551,,,
2014/7/31,487.76,-0.989%,6.189823482,-0.009934904,0.005693337,0.090378916,,,
2014/8/1,484.43,-0.683%,6.182972942,-0.00685054,0.00333523,0.052945131,,,
2014/8/4,486.04,0.332%,6.186290925,0.003317983,0.005256985,0.083452053,,,
2014/8/5,482.52,-0.724%,6.179022371,-0.007268554,0.005055501,0.080253596,,,
2014/8/6,483.33,0.168%,6.18069965,0.001677279,0.005908453,0.09379379,,,
2014/8/7,485.37,0.422%,6.184911487,0.004211837,0.005623568,0.089271379,,,
2014/8/8,484.5,-0.179%,6.183117431,-0.001794055,0.004679962,0.074292097,,,
2014/8/11,484.9,0.083%,6.183942684,0.000825253,0.004364102,0.069277972,,,
2014/8/12,480.36,-0.936%,6.174535823,-0.009406861,0.005218135,0.082835324,,,
2014/8/13,481.72,0.283%,6.177363032,0.00282721,0.005382722,0.085448066,,,
2014/8/14,471.16,-2.192%,6.155197739,-0.022165293,0.01018701,0.161713772,,,
2014/8/15,475.21,0.860%,6.163756812,0.008559073,0.012111507,0.192264216,,,
2014/8/18,468.85,-1.338%,6.150282888,-0.013473924,0.012409576,0.196995918,,,
2014/8/19,468.43,-0.090%,6.149386677,-0.00089621,0.012534004,0.198971137,,,
2014/8/20,471.16,0.583%,6.155197739,0.005811062,0.013061548,0.207345648,,,
2014/8/21,472.94,0.378%,6.158968531,0.003770791,0.008671088,0.137649254,,,
2014/8/22,471.9,-0.220%,6.156767099,-0.002201432,0.007506867,0.119167818,,,
2014/8/25,472.43,0.112%,6.157889588,0.001122489,0.003291064,0.052244019,,,
2014/8/26,473.5,0.226%,6.160151913,0.002262325,0.003001402,0.047645772,,,
2014/8/27,474.06,0.118%,6.161333896,0.001181983,0.00219715,0.034878669,,,
2014/8/28,474.41,0.074%,6.162071927,0.000738031,0.001676302,0.026610474,,,
2014/8/29,478.29,0.818%,6.170217243,0.008145316,0.003101805,0.049239624,,,
2014/9/2,466.37,-2.492%,6.14497931,-0.025237933,0.013009845,0.206524885,,,
2014/9/3,475.46,1.949%,6.164282756,0.019303446,0.016389413,0.260173867,,,
2014/9/4,472.05,-0.717%,6.157084912,-0.007197844,0.016768015,0.266183988,,,
2014/9/5,467.9,-0.879%,6.148254598,-0.008830314,0.017084512,0.271208214,,,
2014/9/8,465.86,-0.436%,6.14388516,-0.004369438,0.015966965,0.253467719,,,
2014/9/9,463.61,-0.483%,6.139043682,-0.004841478,0.011596249,0.184084753,,,
2014/9/10,458.67,-1.066%,6.128330997,-0.010712684,0.002672598,0.042426178,,,
2014/9/11,459.17,0.109%,6.129420512,0.001089515,0.004565939,0.072482032,,,
2014/9/12,456.87,-0.501%,6.124398887,-0.005021625,0.004179661,0.066350067,,,
2014/9/15,457.65,0.171%,6.1261047,0.001705813,0.005106029,0.081055697,,,
2014/9/16,463.52,1.283%,6.138849534,0.012744834,0.008753548,0.13895827,,,
2014/9/17,462.22,-0.280%,6.136040968,-0.002808566,0.006850979,0.108755926,,,
2014/9/18,456.57,-1.222%,6.123742029,-0.012298939,0.009263642,0.147055754,,,
2014/9/19,456.77,0.044%,6.124179982,0.000437953,0.009009367,0.143019265,,,
2014/9/22,452.01,-1.042%,6.113704303,-0.010475678,0.010009501,0.158895899,,,
2014/9/23,452.71,0.155%,6.115251744,0.00154744,0.00632667,0.100432776,,,
2014/9/24,455.2,0.550%,6.120736883,0.005485139,0.007855474,0.124701778,,,
2014/9/25,455.48,0.062%,6.121351808,0.000614925,0.005950808,0.094466149,,,
2014/9/26,456.31,0.182%,6.123172403,0.001820595,0.006035537,0.095811176,,,
2014/9/29,459.41,0.679%,6.129943058,0.006770654,0.002705381,0.042946599,,,
2014/9/30,448.1,-2.462%,6.105016422,-0.024926636,0.013038462,0.206979175,,,
2014/10/1,446.44,-0.370%,6.101305013,-0.003711409,0.012340246,0.19589533,,,
2014/10/2,442.94,-0.784%,6.093434321,-0.007870692,0.012148443,0.192850548,,,
2014/10/3,439.04,-0.880%,6.084590525,-0.008843796,0.011438988,0.181588297,,,
2014/10/6,441.08,0.465%,6.089226265,0.00463574,0.010784142,0.171192949,,,
2014/10/7,437.26,-0.866%,6.080527984,-0.008698281,0.005726005,0.09089751,,,
2014/10/8,431.63,-1.288%,6.06756874,-0.012959244,0.00666381,0.10578471,,,
2014/10/9,426.67,-1.149%,6.056010881,-0.011557859,0.007014026,0.11134421,,,
2014/10/10,426.37,-0.070%,6.055307514,-0.000703367,0.007544403,0.119763685,,,
2014/10/13,425.06,-0.307%,6.052230335,-0.003077178,0.005324711,0.08452717,,,
2014/10/14,410.62,-3.397%,6.017668213,-0.034562123,0.013376846,0.212350846,,,
2014/10/15,406.21,-1.074%,6.006870267,-0.010797945,0.013396109,0.212656631,,,
2014/10/16,409.94,0.918%,6.016010808,0.00914054,0.016466997,0.26140548,,,
2014/10/17,412.21,0.554%,6.021532928,0.005522121,0.017367381,0.275698633,,,
2014/10/20,409.52,-0.653%,6.014985742,-0.006547186,0.01725263,0.273877009,,,
2014/10/21,412.74,0.786%,6.022817855,0.007832113,0.009076657,0.144087458,,,
2014/10/22,406.87,-1.422%,6.008493724,-0.014324131,0.010282321,0.16322679,,,
2014/10/23,412.76,1.448%,6.02286631,0.014372586,0.011587211,0.183941269,,,
2014/10/24,409.06,-0.896%,6.013861845,-0.009004466,0.012096186,0.192021003,,,
2014/10/27,408.53,-0.130%,6.012565351,-0.001296494,0.011775861,0.186935993,,,
2014/10/28,411.04,0.614%,6.018690533,0.006125182,0.011495914,0.182491977,,,
2014/10/29,416.08,1.226%,6.030877549,0.012187016,0.009684609,0.153738405,,,
2014/10/30,411.76,-1.038%,6.020440655,-0.010436894,0.009702506,0.154022513,,,
2014/10/31,409.82,-0.471%,6.015718039,-0.004722616,0.00891999,0.141600452,,,
2014/11/3,406.26,-0.869%,6.006993349,-0.00872469,0.009838494,0.156181251,,,
2014/11/4,398.92,-1.807%,5.988760896,-0.018232453,0.011282078,0.179097439,,,
2014/11/5,401.52,0.652%,5.995257345,0.00649645,0.009058401,0.143797656,,,
2014/11/6,401.92,0.100%,5.996253064,0.000995718,0.009447659,0.149976944,,,
2014/11/7,405.67,0.933%,6.005540021,0.009286957,0.011371753,0.18052098,,,
2014/11/10,400.71,-1.223%,5.993237974,-0.012302048,0.011993368,0.190388822,,,
2014/11/11,400.22,-0.122%,5.992014396,-0.001223578,0.008369041,0.132854399,,,
2014/11/12,397.22,-0.750%,5.984490283,-0.007524113,0.008268961,0.131265694,,,
2014/11/13,383.11,-3.552%,5.948322154,-0.036168129,0.016914169,0.268504116,,,
2014/11/14,389.45,1.655%,5.964735487,0.016413333,0.019065537,0.302656023,,,
2014/11/17,390.29,0.216%,5.966890053,0.002154565,0.01937421,0.307556048,,,
2014/11/18,387.04,-0.833%,5.958528047,-0.008362006,0.019264225,0.305810097,,,
2014/11/19,386.82,-0.057%,5.957959469,-0.000568578,0.019439926,0.308599251,,,
2014/11/20,391.03,1.088%,5.968784283,0.010824815,0.009717548,0.15426129,,,
2014/11/21,394.17,0.803%,5.976782288,0.007998005,0.007533395,0.119588945,,,
2014/11/24,391.13,-0.771%,5.969039986,-0.007742303,0.008809227,0.139842145,,,
2014/11/25,385.81,-1.360%,5.95534502,-0.013694965,0.010331227,0.164003138,,,
2014/11/26,384,-0.469%,5.950642553,-0.004702468,0.010488634,0.166501903,,,
2014/11/28,353.22,-8.016%,5.867091092,-0.08355146,0.036215059,0.574896245,,,
2014/12/1,362.17,2.534%,5.892113715,0.025022623,0.040133631,0.637101635,,,
2014/12/2,353.09,-2.507%,5.866722982,-0.025390733,0.039898555,0.633369932,,,
2014/12/3,352.2,-0.252%,5.864199196,-0.002523786,0.040677506,0.645735386,,,
2014/12/4,349.74,-0.698%,5.857190021,-0.007009175,0.040498427,0.642892599,,,
2014/12/5,347.48,-0.646%,5.850707109,-0.006482912,0.018129121,0.287790878,,,
2014/12/8,336.29,-3.220%,5.817973883,-0.032733226,0.013363539,0.212139601,,,
2014/12/9,340.21,1.166%,5.829563074,0.011589191,0.016024418,0.254379749,,,
2014/12/10,329.73,-3.080%,5.798274138,-0.031288936,0.018753033,0.297695172,,,
2014/12/11,327.18,-0.773%,5.790510478,-0.00776366,0.018693858,0.296755791,,,
2014/12/12,320.57,-2.020%,5.770100661,-0.020409817,0.018453497,0.292940176,,,
2014/12/15,314.28,-1.962%,5.750284308,-0.019816353,0.016328304,0.259203792,,,
2014/12/16,310.5,-1.203%,5.738183901,-0.012100407,0.009012625,0.143070983,,,
2014/12/17,313.75,1.047%,5.74859649,0.010412589,0.012557777,0.199348523,,,
2014/12/18,305.67,-2.575%,5.722506089,-0.026090402,0.014316773,0.227271731,,,
2014/12/19,313.42,2.535%,5.747544144,0.025038055,0.021525472,0.341706267,,,
2014/12/22,306.46,-2.221%,5.725087241,-0.022456903,0.022021519,0.349580777,,,
2014/12/23,312.41,1.942%,5.744316428,0.019229187,0.023888218,0.379213704,,,
2014/12/24,305.88,-2.090%,5.723192868,-0.02112356,0.024994116,0.396769292,,,
2014/12/26,302.85,-0.991%,5.713237633,-0.009955235,0.022522816,0.357538618,,,
2014/12/29,297.74,-1.687%,5.696220622,-0.017017011,0.017191157,0.27290115,,,
2014/12/30,298.31,0.191%,5.698133214,0.001912592,0.016301885,0.258784404,,,
2014/12/31,294.23,-1.368%,5.684361774,-0.01377144,0.008793301,0.139589333,,,
2015/1/2,291.74,-0.846%,5.675862995,-0.00849878,0.007179864,0.11397681,,,
2015/1/5,280.36,-3.901%,5.636074492,-0.039788503,0.01539004,0.244309316,,,
2015/1/6,273.62,-2.404%,5.611740282,-0.024334209,0.015917231,0.252678207,,,
2015/1/7,273.17,-0.164%,5.610094312,-0.00164597,0.01491392,0.236751145,,,
2015/1/8,274.55,0.505%,5.615133394,0.005039082,0.018145907,0.288057346,,,
2015/1/9,272.73,-0.663%,5.608482295,-0.006651099,0.018300175,0.290506275,,,
2015/1/12,264.07,-3.175%,5.57621422,-0.032268075,0.015724747,0.249622619,,,
2015/1/13,262.08,-0.754%,5.568649801,-0.007564419,0.014137095,0.224419433,,,
2015/1/14,270.4,3.175%,5.599902344,0.031252544,0.023043572,0.365805362,,,
2015/1/15,264.92,-2.027%,5.579427894,-0.020474451,0.023893693,0.37930062,,,
2015/1/16,273.24,3.141%,5.61035053,0.030922636,0.029367861,0.466200344,,,
2015/1/20,263.97,-3.393%,5.57583546,-0.03451507,0.030002566,0.476275966,,,
2015/1/21,268.78,1.822%,5.593893201,0.018057741,0.030586191,0.485540722,,,
2015/1/22,265.14,-1.354%,5.580257988,-0.013635213,0.027393081,0.434851674,,,
2015/1/23,264.45,-0.260%,5.577652198,-0.002605791,0.025815015,0.40980066,,,
2015/1/26,262.5,-0.737%,5.570251082,-0.007401115,0.018995161,0.301538833,,,
2015/1/27,266.7,1.600%,5.586124431,0.015873349,0.014180606,0.225110137,,,
2015/1/28,261.89,-1.804%,5.567924568,-0.018199863,0.013189105,0.209370546,,,
2015/1/29,261.02,-0.332%,5.564597033,-0.003327536,0.012316496,0.195518308,,,
2015/1/30,275.26,5.456%,5.617716106,0.053119073,0.028060915,0.445453214,,,
2015/2/2,282.91,2.779%,5.645128826,0.02741272,0.027595419,0.438063692,,,
2015/2/3,296.49,4.800%,5.692013491,0.046884665,0.031108977,0.493839704,,,
2015/2/4,281.27,-5.133%,5.639315062,-0.052698429,0.043416994,0.689223407,,,
2015/2/5,288.74,2.656%,5.665526629,0.026211567,0.042420747,0.673408474,,,
2015/2/6,293.82,1.759%,5.682967335,0.017440706,0.038296323,0.607935277,,,
2015/2/9,299.3,1.865%,5.701446415,0.01847908,0.03766186,0.5978635,,,
2015/2/10,291.87,-2.482%,5.676308498,-0.025137917,0.034250587,0.54371121,,,
2015/2/11,288.34,-1.209%,5.664140339,-0.012168158,0.022301463,0.354024744,,,
2015/2/12,300.27,4.137%,5.70468207,0.040541731,0.026280391,0.417188271,,,
2015/2/13,307.79,2.504%,5.729417732,0.024735662,0.027135827,0.430767895,,,
2015/2/17,308.27,0.156%,5.730976022,0.00155829,0.026755806,0.42473525,,,
2015/2/18,303.22,-1.638%,5.714458615,-0.016517408,0.024432129,0.387848025,,,
2015/2/19,300.97,-0.742%,5.707010592,-0.007448023,0.023551217,0.373863977,,,
2015/2/20,300.2,-0.256%,5.704448919,-0.002561673,0.01540398,0.244530596,,,
2015/2/23,295.58,-1.539%,5.688939528,-0.015509391,0.007907788,0.125532244,,,
2015/2/24,295.17,-0.139%,5.687551462,-0.001388066,0.007074416,0.112302865,,,
2015/2/25,303.52,2.829%,5.715447506,0.027896045,0.01645066,0.261146135,,,
2015/2/26,296.34,-2.366%,5.691507444,-0.023940062,0.01969947,0.312719393,,,
2015/2/27,304.6,2.787%,5.71899944,0.027491997,0.024016922,0.381256819,,,
2015/3/2,297.49,-2.334%,5.695380611,-0.023618829,0.025780827,0.409257936,,,
2015/3/3,302.18,1.577%,5.711022866,0.015642255,0.026455026,0.419960523,,,
2015/3/4,302.03,-0.050%,5.71052635,-0.000496516,0.023058993,0.366050172,,,
2015/3/5,300.31,-0.569%,5.704815274,-0.005711076,0.019721704,0.31307234,,,
2015/3/6,297.23,-1.026%,5.69450625,-0.010309025,0.014332523,0.227521752,,,
2015/3/9,295.81,-0.478%,5.689717356,-0.004788894,0.010004225,0.158812147,,,
2015/3/10,288.6,-2.437%,5.665041646,-0.02467571,0.009328834,0.148090643,,,
2015/3/11,290.81,0.766%,5.672670133,0.007628487,0.011643579,0.184836084,,,
2015/3/12,288.53,-0.784%,5.664799067,-0.007871066,0.011597287,0.184101225,,,
2015/3/13,280.33,-2.842%,5.635967481,-0.028831586,0.014982277,0.237836276,,,
2015/3/16,276.18,-1.480%,5.621052827,-0.014914654,0.014489495,0.230013606,,,
2015/3/17,274.46,-0.623%,5.614805531,-0.006247296,0.013305544,0.21121896,,,
2015/3/18,281.96,2.733%,5.641765217,0.026959686,0.020557794,0.32634486,,,
2015/3/19,278.01,-1.401%,5.627657084,-0.014108133,0.020872797,0.331345384,,,
2015/3/20,282.6,1.651%,5.64403247,0.016375386,0.018990025,0.301457295,,,
2015/3/23,285.13,0.895%,5.652945217,0.008912746,0.016651263,0.264330601,,,
2015/3/24,283.94,-0.417%,5.648762948,-0.004182268,0.016281312,0.25845782,,,
2015/3/25,288.52,1.613%,5.664764408,0.016001459,0.013363899,0.212145327,,,
2015/3/26,297.91,3.255%,5.696791427,0.03202702,0.013142934,0.208637616,,,
2015/3/27,287.37,-3.538%,5.660770584,-0.036020843,0.025593815,0.406289212,,,
2015/3/30,286.38,-0.345%,5.6573196,-0.003450984,0.025518873,0.405099547,,,
2015/3/31,282.31,-1.421%,5.643005758,-0.014313842,0.026407594,0.419207566,,,
2015/4/1,290.7,2.972%,5.672291808,0.02928605,0.029096249,0.461888638,,,
2015/4/2,284.11,-2.267%,5.649361487,-0.02293032,0.024737871,0.392701523,,,
2015/4/6,296.27,4.280%,5.691271201,0.041909714,0.028154193,0.446933952,,,
2015/4/7,301.03,1.607%,5.707209928,0.015938727,0.027843386,0.442000047,,,
2015/4/8,287.91,-4.358%,5.662647931,-0.044561996,0.036409298,0.577979687,,,
2015/4/9,290.68,0.962%,5.672223006,0.009575074,0.033962182,0.539132931,,,
2015/4/10,296.63,2.047%,5.692485571,0.020262565,0.032119133,0.509875434,,,
2015/4/13,298.03,0.472%,5.697194153,0.004708582,0.026254631,0.416779346,,,
2015/4/14,302.53,1.510%,5.712180446,0.014986294,0.026123953,0.414704894,,,
2015/4/15,315.3,4.221%,5.753524567,0.04134412,0.014200678,0.22542878,,,
2015/4/16,318.47,1.005%,5.763528279,0.010003713,0.014136931,0.22441682,,,
2015/4/17,316.18,-0.719%,5.756311672,-0.007216607,0.017982599,0.285464912,,,
2015/4/20,315.92,-0.082%,5.755489017,-0.000822655,0.018755649,0.297736699,,,
2015/4/21,311.35,-1.447%,5.740917681,-0.014571336,0.021847911,0.346824832,,,
2015/4/22,312.04,0.222%,5.743131385,0.002213703,0.009333423,0.14816349,,,
2015/4/23,318.99,2.227%,5.765159754,0.02202837,0.013735877,0.21805028,,,
2015/4/24,319.53,0.169%,5.766851166,0.001691412,0.013074735,0.207554989,,,
2015/4/27,319.12,-0.128%,5.765567208,-0.001283959,0.013102183,0.207990709,,,
2015/4/28,319.4,0.088%,5.766444236,0.000877028,0.009553889,0.151663281,,,
2015/4/29,324.68,1.653%,5.782840082,0.016395846,0.010535598,0.167247436,,,
2015/4/30,329.86,1.595%,5.798668322,0.01582824,0.008661275,0.137493477,,,
2015/5/1,328.9,-0.291%,5.795753753,-0.002914569,0.00952887,0.151266129,,,
2015/5/4,328.98,0.024%,5.795996959,0.000243205,0.009266688,0.147104115,,,
2015/5/5,334.95,1.815%,5.813981267,0.017984308,0.009992401,0.158624445,,,
2015/5/6,334.85,-0.030%,5.81368267,-0.000298597,0.009904021,0.157221453,,,
2015/5/7,326.75,-2.419%,5.789195353,-0.024487318,0.015114229,0.239930947,,,
2015/5/8,327.99,0.379%,5.79298312,0.003787768,0.015297257,0.242836427,,,
2015/5/11,326.45,-0.470%,5.788276798,-0.004706322,0.01539261,0.244350102,,,
2015/5/12,334.68,2.521%,5.813174851,0.024898054,0.017720028,0.281296724,,,
2015/5/13,335.32,0.191%,5.8150853,0.001910448,0.017743272,0.281665712,,,
2015/5/14,333.96,-0.406%,5.811021225,-0.004064074,0.012055108,0.191368905,,,
2015/5/15,333.37,-0.177%,5.809252984,-0.001768241,0.0123735,0.196423229,,,
2015/5/18,331.25,-0.636%,5.802873377,-0.006379607,0.012661888,0.201001241,,,
2015/5/19,321.21,-3.031%,5.772095115,-0.030778262,0.012978685,0.206030238,,,
2015/5/20,324.59,1.052%,5.782562847,0.010467733,0.015047223,0.238867256,,,
2015/5/21,331.28,2.061%,5.802963939,0.020401092,0.019390213,0.307810095,,,
2015/5/22,326.22,-1.527%,5.787572,-0.015391939,0.020351152,0.323064524,,,
2015/5/26,318.55,-2.351%,5.763779449,-0.023792552,0.022194648,0.35232912,,,
2015/5/27,313.72,-1.516%,5.748500868,-0.01527858,0.019045161,0.302332555,,,
2015/5/28,314.84,0.357%,5.752064573,0.003563705,0.017883707,0.283895048,,,
2015/5/29,325.19,3.287%,5.784409627,0.032345054,0.022508234,0.35730713,,,
2015/6/1,323.67,-0.467%,5.779724478,-0.004685149,0.021610512,0.343056243,,,
2015/6/2,327.26,1.109%,5.790754962,0.011030484,0.017961236,0.285125786,,,
2015/6/3,320.73,-1.995%,5.770599648,-0.020155314,0.019436372,0.308542834,,,
2015/6/4,312.8,-2.472%,5.745564009,-0.025035639,0.023528669,0.373506047,,,
2015/6/5,317.38,1.464%,5.760099794,0.014535785,0.017816689,0.282831163,,,
2015/6/8,315.61,-0.558%,5.754507274,-0.00559252,0.017819058,0.282868781,,,
2015/6/9,325.23,3.048%,5.784532624,0.03002535,0.023288213,0.369688916,,,
2015/6/10,330.61,1.654%,5.800939433,0.016406809,0.021540387,0.341943041,,,
2015/6/11,327.47,-0.950%,5.791396448,-0.009542985,0.016463721,0.261353468,,,
2015/6/12,323.44,-1.231%,5.779013625,-0.012382822,0.018539401,0.294303867,,,
2015/6/15,321.25,-0.677%,5.772219636,-0.006793989,0.0186984,0.296827894,,,
2015/6/16,321.8,0.171%,5.773930235,0.001710598,0.011620978,0.184477308,,,
2015/6/17,322.04,0.075%,5.774675761,0.000745527,0.006246739,0.099163915,,,
2015/6/18,323.45,0.438%,5.779044542,0.004368781,0.006920023,0.109851959,,,
2015/6/19,318.25,-1.608%,5.762837237,-0.016207305,0.008352666,0.132594464,,,
2015/6/22,318.45,0.063%,5.763465477,0.000628239,0.008220593,0.130497861,,,
2015/6/23,323,1.429%,5.777652323,0.014186846,0.010968242,0.174115439,,,
2015/6/24,319.68,-1.028%,5.767320495,-0.010331828,0.012034855,0.191047403,,,
2015/6/25,317.8,-0.588%,5.761422254,-0.005898241,0.011659384,0.185086983,,,
2015/6/26,317.48,-0.101%,5.760414824,-0.00100743,0.009260649,0.147008252,,,
2015/6/29,312.96,-1.424%,5.746075387,-0.014339437,0.011056151,0.175510949,,,
2015/6/30,318.24,1.687%,5.762805815,0.016730428,0.012082981,0.191811384,,,
2015/7/1,311.08,-2.250%,5.740050114,-0.022755701,0.014919937,0.236846654,,,
2015/7/2,311.75,0.215%,5.742201585,0.002151471,0.015289748,0.242717221,,,
2015/7/6,291.52,-6.489%,5.675108614,-0.06709297,0.031835571,0.505374018,,,
2015/7/7,289.34,-0.748%,5.667602467,-0.007506147,0.032126963,0.509999733,,,
2015/7/8,290.22,0.304%,5.670639256,0.003036789,0.029114201,0.462173617,,,
2015/7/9,296.31,2.098%,5.691406204,0.020766948,0.033651449,0.534200184,,,
2015/7/10,296.15,-0.054%,5.690866083,-0.000540121,0.03343472,0.530759732,,,
2015/7/13,294.17,-0.669%,5.684157832,-0.006708251,0.011464566,0.18199435,,,
2015/7/14,295.66,0.507%,5.689210145,0.005052314,0.010221645,0.16226358,,,
2015/7/15,289.4,-2.117%,5.667809814,-0.021400331,0.015479481,0.24572915,,,
2015/7/16,288.25,-0.397%,5.663828159,-0.003981655,0.009906264,0.157257071,,,
2015/7/17,288.01,-0.083%,5.662995202,-0.000832957,0.009870295,0.156686073,,,
2015/7/20,285.5,-0.871%,5.654242029,-0.008753173,0.009970888,0.158282941,,,
2015/7/21,286.84,0.469%,5.658924569,0.00468254,0.00986943,0.156672337,,,
2015/7/22,281.91,-1.719%,5.641587871,-0.017336698,0.008338685,0.132372514,,,
2015/7/23,278.16,-1.330%,5.628196488,-0.013391383,0.009016722,0.143136018,,,
2015/7/24,275.32,-1.021%,5.617934058,-0.01026243,0.008331425,0.132257275,,,
2015/7/27,271.42,-1.417%,5.603667437,-0.014266621,0.008647434,0.137273766,,,
2015/7/28,273.04,0.597%,5.609618305,0.005950868,0.009191511,0.145910709,,,
2015/7/29,274.82,0.652%,5.616116338,0.006498033,0.010441032,0.165746237,,,
2015/7/30,273.53,-0.469%,5.611411305,-0.004705033,0.009384563,0.148975315,,,
2015/7/31,268.94,-1.678%,5.594488306,-0.016922999,0.010951693,0.173852734,,,
2015/8/3,259.53,-3.499%,5.558872303,-0.035616004,0.017701281,0.280999124,,,
2015/8/4,261.76,0.859%,5.567428053,0.008555751,0.018278722,0.290165723,,,
2015/8/5,259.43,-0.890%,5.558486917,-0.008941137,0.016324366,0.259141274,,,
2015/8/6,258.12,-0.505%,5.553424593,-0.005062324,0.016287785,0.25856057,,,
2015/8/7,255.53,-1.003%,5.54333982,-0.010084773,0.016013594,0.25420792,,,
2015/8/10,262.84,2.861%,5.571545482,0.028205662,0.016154814,0.256449723,,,
2015/8/11,256.53,-2.401%,5.547245617,-0.024299865,0.01944126,0.308620438,,,
2015/8/12,259.6,1.197%,5.559141985,0.011896368,0.02033968,0.322882414,,,
2015/8/13,255.73,-1.491%,5.5441222,-0.015019784,0.021433362,0.34024408,,,
2015/8/14,255.12,-0.239%,5.541734023,-0.002388178,0.02096633,0.332830174,,,
2015/8/17,252.73,-0.937%,5.532321725,-0.009412298,0.013639969,0.216527802,,,
2015/8/18,252.81,0.032%,5.532638218,0.000316493,0.010232756,0.162439966,,,
